EmployeeID,Age,BusinessTravel,Department,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Avg_Working_Time,JobInvolvement,PerformanceRating
3117,31,Travel_Rarely,Research & Development,Male,Junior Level,Research Director,Divorced,53430,1.0,14,13.0,3,13,0,8,13.0,High,Excellent
3118,33,Travel_Rarely,Research & Development,Female,Senior Level,Research Director,Married,67280,7.0,22,15.0,2,7,7,7,2.142857142857143,Medium,Outstanding
3119,33,Travel_Rarely,Sales,Male,Junior Level,Research Director,Divorced,66520,7.0,25,8.0,5,4,1,3,1.1428571428571428,High,Outstanding
3120,30,Travel_Rarely,Research & Development,Male,Entry Level,Sales Executive,Single,48500,0.0,12,4.0,4,3,1,2,inf,High,Excellent
3121,35,Travel_Rarely,Research & Development,Female,Junior Level,Sales Representative,Married,28090,4.0,23,8.0,2,8,0,0,2.0,Low,Outstanding
3122,31,Travel_Frequently,Research & Development,Female,Junior Level,Sales Executive,Married,56890,3.0,15,12.0,2,1,0,0,4.0,Medium,Excellent
3123,34,Travel_Frequently,Sales,Male,Entry Level,Research Director,Divorced,20010,9.0,22,11.0,5,3,0,2,1.2222222222222223,Very High,Outstanding
3124,42,Travel_Frequently,Research & Development,Female,Entry Level,Research Scientist,Married,29770,4.0,15,8.0,3,2,2,0,2.0,Medium,Excellent
3125,36,Non-Travel,Research & Development,Male,Entry Level,Research Scientist,Single,40250,1.0,11,10.0,3,10,9,7,10.0,High,Excellent
3126,22,Travel_Frequently,Research & Development,Female,Junior Level,Laboratory Technician,Single,37850,5.0,13,4.0,2,2,1,2,0.8,High,Excellent
3127,48,Travel_Rarely,Research & Development,Male,Entry Level,Laboratory Technician,Married,108540,2.0,14,14.0,6,9,6,7,7.0,High,Excellent
3128,55,Travel_Rarely,Research & Development,Female,Entry Level,Sales Executive,Single,120310,3.0,11,37.0,5,10,7,7,12.333333333333334,High,Excellent
3129,41,Non-Travel,Research & Development,Female,Junior Level,Research Scientist,Single,99360,7.0,17,16.0,2,14,1,10,2.2857142857142856,Medium,Excellent
3130,35,Travel_Rarely,Research & Development,Female,Entry Level,Sales Representative,Married,29660,9.0,18,15.0,2,11,6,9,1.6666666666666667,Medium,Excellent
3131,40,Travel_Rarely,Research & Development,Female,Junior Level,Laboratory Technician,Single,25710,7.0,14,22.0,1,20,5,13,3.142857142857143,High,Excellent
3132,39,Travel_Frequently,Research & Development,Male,Entry Level,Research Scientist,Married,99910,1.0,16,8.0,3,8,0,7,8.0,High,Excellent
3133,31,Travel_Rarely,Research & Development,Male,Mid Level,Research Director,Single,61420,4.0,13,10.0,2,6,0,5,2.5,Medium,Excellent
3134,42,Travel_Rarely,Research & Development,Male,Mid Level,Sales Executive,Married,53900,1.0,14,10.0,3,10,5,8,10.0,High,Excellent
3135,45,Travel_Rarely,Research & Development,Female,Senior Level,Sales Executive,Married,44040,0.0,23,9.0,2,8,3,7,inf,High,Outstanding
3136,26,Travel_Frequently,Research & Development,Female,Junior Level,Laboratory Technician,Divorced,59930,0.0,12,8.0,3,7,1,0,inf,High,Excellent
3137,29,Travel_Rarely,Research & Development,Male,Entry Level,Research Scientist,Divorced,51300,4.0,11,8.0,3,3,1,2,2.0,Medium,Excellent
3138,33,Travel_Rarely,Research & Development,Female,Entry Level,Laboratory Technician,Divorced,20900,4.0,16,10.0,2,6,0,5,2.5,High,Excellent
3139,31,Travel_Rarely,Research & Development,Female,Entry Level,Sales Executive,Divorced,29090,9.0,14,10.0,2,5,0,1,1.1111111111111112,High,Excellent
3140,18,Travel_Frequently,Research & Development,Male,Entry Level,Sales Executive,Single,34680,1.0,18,0.0,4,0,0,0,0.0,Very High,Excellent
3141,40,Non-Travel,Research & Development,Female,Junior Level,Laboratory Technician,Divorced,30680,3.0,19,20.0,3,1,0,1,6.666666666666667,Medium,Excellent
3142,41,Non-Travel,Research & Development,Male,Junior Level,Manufacturing Director,Single,26700,2.0,15,10.0,2,8,0,7,5.0,Medium,Excellent
3143,26,Travel_Rarely,Research & Development,Male,Mid Level,Healthcare Representative,Divorced,26930,5.0,17,8.0,3,0,0,0,1.6,Medium,Excellent
3144,35,Travel_Rarely,Research & Development,Male,Junior Level,Human Resources,Single,95260,1.0,15,5.0,2,5,0,3,5.0,Medium,Excellent
3145,34,Travel_Rarely,Research & Development,Male,Entry Level,Laboratory Technician,Single,52370,1.0,19,10.0,3,10,5,7,10.0,Medium,Excellent
3146,26,Travel_Rarely,Sales,Female,Junior Level,Manufacturing Director,Single,24260,1.0,22,1.0,3,1,0,0,1.0,Low,Outstanding
3147,37,Travel_Rarely,Research & Development,Male,Entry Level,Sales Executive,Single,41930,4.0,16,12.0,5,6,1,2,3.0,High,Excellent
3148,46,Travel_Frequently,Research & Development,Male,Executive,Human Resources,Married,29110,5.0,13,28.0,3,2,1,2,5.6,High,Excellent
3149,41,Travel_Rarely,Research & Development,Male,Entry Level,Research Director,Married,26610,7.0,14,22.0,2,18,11,8,3.142857142857143,High,Excellent
3150,37,Non-Travel,Research & Development,Male,Entry Level,Sales Executive,Divorced,20280,1.0,16,9.0,3,9,7,7,9.0,High,Excellent
3151,52,Travel_Rarely,Sales,Male,Entry Level,Laboratory Technician,Divorced,99800,3.0,11,18.0,2,10,6,9,6.0,High,Excellent
3152,32,Non-Travel,Research & Development,Female,Junior Level,Research Director,Married,32980,8.0,22,6.0,4,4,1,2,0.75,Medium,Outstanding
3153,24,Travel_Frequently,Sales,Female,Entry Level,Healthcare Representative,Married,29350,0.0,14,3.0,5,2,2,1,inf,Medium,Excellent
3154,38,Travel_Rarely,Research & Development,Female,Entry Level,Research Scientist,Married,154270,3.0,16,18.0,2,1,0,0,6.0,High,Excellent
3155,37,Travel_Rarely,Research & Development,Female,Executive,Research Scientist,Married,39440,6.0,11,8.0,3,6,4,3,1.3333333333333333,High,Excellent
3156,49,Travel_Rarely,Sales,Male,Entry Level,Sales Executive,Divorced,40110,1.0,18,31.0,2,31,0,9,31.0,Low,Excellent
3157,24,Travel_Rarely,Sales,Female,Entry Level,Sales Executive,Married,34070,1.0,15,6.0,2,6,1,4,6.0,Medium,Excellent
3158,26,Travel_Rarely,Research & Development,Female,Senior Level,Sales Executive,Married,119940,1.0,14,6.0,6,5,1,4,6.0,High,Excellent
3159,24,Travel_Rarely,Sales,Female,Entry Level,Laboratory Technician,Married,12320,1.0,12,1.0,4,1,0,0,1.0,Low,Excellent
3160,50,Travel_Frequently,Sales,Male,Entry Level,Sales Executive,Married,29600,1.0,14,32.0,2,32,10,7,32.0,High,Excellent
3161,25,Travel_Rarely,Research & Development,Male,Entry Level,Research Scientist,Married,190940,1.0,16,7.0,3,7,0,6,7.0,Medium,Excellent
3162,24,Travel_Frequently,Research & Development,Male,Junior Level,Research Scientist,Married,39190,1.0,21,6.0,3,6,1,2,6.0,High,Outstanding
3163,30,Travel_Frequently,Research & Development,Male,Junior Level,Healthcare Representative,Married,68250,1.0,14,1.0,2,1,0,0,1.0,High,Excellent
3164,34,Travel_Rarely,Sales,Male,Senior Level,Research Director,Married,102480,1.0,12,6.0,4,6,1,3,6.0,High,Excellent
3165,31,Travel_Rarely,Research & Development,Female,Entry Level,Sales Representative,Divorced,189470,2.0,12,9.0,2,3,1,2,4.5,Medium,Excellent
3166,35,Travel_Rarely,Research & Development,Female,Executive,Sales Executive,Single,24960,4.0,17,9.0,3,3,0,2,2.25,High,Excellent
3167,31,Travel_Rarely,Sales,Female,Junior Level,Sales Executive,Divorced,64650,4.0,17,13.0,3,7,5,7,3.25,High,Excellent
3168,27,Travel_Rarely,Sales,Male,Entry Level,Sales Representative,Divorced,22060,0.0,14,6.0,4,5,0,3,inf,High,Excellent
3169,37,Travel_Rarely,Sales,Female,Junior Level,Laboratory Technician,Married,20860,4.0,14,17.0,3,3,1,0,4.25,High,Excellent
3170,20,Travel_Rarely,Research & Development,Female,Entry Level,Sales Representative,Single,22930,1.0,13,1.0,3,1,0,0,1.0,Low,Excellent
3171,42,Travel_Rarely,Research & Development,Female,Junior Level,Manufacturing Director,Married,26450,1.0,15,10.0,5,10,2,2,10.0,High,Excellent
3172,43,Travel_Rarely,Research & Development,Female,Junior Level,Sales Executive,Divorced,26830,4.0,11,21.0,3,1,0,0,5.25,High,Excellent
3173,38,Travel_Rarely,Human Resources,Male,Entry Level,Human Resources,Single,20140,3.0,17,8.0,5,0,0,0,2.6666666666666665,Very High,Excellent
3174,43,Travel_Frequently,Sales,Female,Junior Level,Healthcare Representative,Divorced,34190,3.0,11,10.0,5,8,4,7,3.3333333333333335,High,Excellent
3175,48,Travel_Rarely,Research & Development,Male,Junior Level,Laboratory Technician,Married,53760,7.0,13,21.0,3,3,0,2,3.0,Very High,Excellent
3176,44,Travel_Rarely,Sales,Male,Junior Level,Sales Executive,Single,19510,4.0,22,10.0,4,2,0,2,2.5,Very High,Outstanding
3177,34,Travel_Rarely,Research & Development,Female,Entry Level,Laboratory Technician,Divorced,23410,1.0,20,8.0,3,8,0,6,8.0,Medium,Outstanding
3178,27,Travel_Rarely,Sales,Male,Junior Level,Research Scientist,Divorced,22930,0.0,18,5.0,0,4,0,2,inf,High,Excellent
3179,21,Travel_Rarely,Sales,Male,Mid Level,Sales Executive,Single,87260,1.0,11,3.0,2,3,1,2,3.0,Low,Excellent
3180,44,Travel_Rarely,Research & Development,Male,Entry Level,Laboratory Technician,Married,40110,4.0,14,26.0,2,2,0,1,6.5,High,Excellent
3181,22,Travel_Rarely,Research & Development,Female,Junior Level,Laboratory Technician,Married,195450,0.0,14,3.0,3,2,2,2,inf,Medium,Excellent
3182,33,Travel_Rarely,Sales,Female,Junior Level,Manufacturing Director,Divorced,45680,0.0,18,6.0,2,5,1,2,inf,High,Excellent
3183,32,Travel_Rarely,Research & Development,Female,Entry Level,Healthcare Representative,Married,30220,1.0,16,6.0,3,6,0,5,6.0,High,Excellent
3184,30,Travel_Frequently,Research & Development,Male,Mid Level,Manager,Divorced,57720,1.0,17,1.0,3,1,0,0,1.0,High,Excellent
3185,53,Travel_Rarely,Research & Development,Female,Mid Level,Manager,Single,22690,7.0,11,18.0,2,14,8,10,2.5714285714285716,Medium,Excellent
3186,34,Travel_Rarely,Research & Development,Male,Entry Level,Research Scientist,Married,53810,1.0,12,10.0,0,10,8,8,10.0,High,Excellent
3187,45,Travel_Frequently,Research & Development,Male,Mid Level,Research Director,Married,34410,2.0,13,5.0,5,1,0,0,2.5,High,Excellent
3188,26,Travel_Rarely,Research & Development,Male,Entry Level,Manufacturing Director,Married,54540,1.0,13,3.0,5,3,0,2,3.0,Very High,Excellent
3189,37,Travel_Rarely,Research & Development,Male,Entry Level,Manager,Married,98840,1.0,14,10.0,3,10,7,8,10.0,Medium,Excellent
3190,29,Travel_Rarely,Research & Development,Female,Entry Level,Healthcare Representative,Married,41570,1.0,17,6.0,2,6,1,2,6.0,High,Excellent
3191,35,Travel_Rarely,Research & Development,Female,Senior Level,Laboratory Technician,Single,134580,1.0,11,17.0,3,17,11,8,17.0,High,Excellent
3192,33,Travel_Frequently,Research & Development,Male,Junior Level,Laboratory Technician,Divorced,90690,3.0,25,15.0,3,13,4,7,5.0,High,Outstanding
3193,54,Travel_Rarely,Research & Development,Female,Junior Level,Sales Executive,Married,40140,2.0,19,16.0,4,9,7,1,8.0,Medium,Excellent
3194,36,Travel_Rarely,Research & Development,Male,Junior Level,Research Scientist,Divorced,59150,2.0,13,13.0,3,3,0,2,6.5,Medium,Excellent
3195,27,Travel_Rarely,Sales,Male,Executive,Research Director,Single,59930,0.0,14,5.0,3,4,1,1,inf,Low,Excellent
3196,20,Travel_Rarely,Research & Development,Male,Executive,Sales Representative,Single,61620,1.0,12,1.0,2,1,1,1,1.0,Medium,Excellent
3197,33,Travel_Frequently,Research & Development,Female,Entry Level,Laboratory Technician,Single,24060,1.0,11,10.0,3,10,9,7,10.0,High,Excellent
3198,35,Non-Travel,Research & Development,Male,Entry Level,Research Scientist,Married,187400,1.0,19,1.0,2,1,0,0,1.0,Very High,Excellent
3199,23,Travel_Rarely,Research & Development,Male,Entry Level,Healthcare Representative,Married,76370,2.0,11,5.0,3,3,0,2,2.5,High,Excellent
3200,25,Travel_Rarely,Research & Development,Male,Junior Level,Manufacturing Director,Married,100960,0.0,11,4.0,3,3,1,2,inf,High,Excellent
3201,38,Travel_Rarely,Research & Development,Male,Executive,Research Scientist,Single,147560,0.0,20,8.0,3,7,0,5,inf,Medium,Outstanding
3202,29,Travel_Frequently,Sales,Male,Senior Level,Healthcare Representative,Divorced,64990,1.0,18,10.0,3,10,2,8,10.0,Medium,Excellent
3203,48,Travel_Rarely,Research & Development,Male,Entry Level,Sales Executive,Married,97240,3.0,13,12.0,2,2,2,2,4.0,Very High,Excellent
3204,27,Travel_Frequently,Sales,Male,Executive,Laboratory Technician,Divorced,21940,1.0,12,6.0,5,6,0,4,6.0,High,Excellent
3205,37,Travel_Rarely,Research & Development,Male,Mid Level,Manager,Single,33880,3.0,11,4.0,2,1,0,0,1.3333333333333333,Very High,Excellent
3206,50,Travel_Rarely,Sales,Male,Entry Level,Laboratory Technician,Married,54730,1.0,19,20.0,2,20,3,8,20.0,Very High,Excellent
3207,34,Travel_Rarely,Research & Development,Male,Entry Level,Healthcare Representative,Single,27030,1.0,21,9.0,2,8,7,7,9.0,High,Outstanding
3208,24,Travel_Rarely,Research & Development,Female,Entry Level,Healthcare Representative,Single,25010,9.0,12,4.0,3,2,2,0,0.4444444444444444,Low,Excellent
3209,39,Travel_Rarely,Research & Development,Female,Entry Level,Sales Representative,Single,62200,1.0,14,20.0,2,20,11,10,20.0,High,Excellent
3210,32,Travel_Rarely,Research & Development,Male,Executive,Research Scientist,Single,30380,1.0,11,10.0,5,10,0,8,10.0,Low,Excellent
3211,50,Travel_Frequently,Research & Development,Male,Senior Level,Sales Representative,Married,44240,3.0,14,18.0,2,4,1,3,6.0,Medium,Excellent
3212,38,Travel_Rarely,Research & Development,Male,Entry Level,Sales Executive,Single,43120,0.0,12,10.0,2,9,1,8,inf,Medium,Excellent
3213,27,Travel_Rarely,Research & Development,Male,Executive,Research Scientist,Married,132450,1.0,23,9.0,3,9,0,7,9.0,Medium,Outstanding
3214,32,Travel_Rarely,Sales,Male,Junior Level,Sales Executive,Single,136640,3.0,14,10.0,6,7,7,7,3.3333333333333335,High,Excellent
3215,47,Travel_Rarely,Research & Development,Female,Executive,Sales Executive,Single,50210,2.0,17,20.0,3,7,1,7,10.0,High,Excellent
3216,40,Travel_Frequently,Research & Development,Female,Mid Level,Human Resources,Married,51260,5.0,18,20.0,2,18,1,12,4.0,High,Excellent
3217,53,Travel_Rarely,Research & Development,Male,Junior Level,Laboratory Technician,Married,28590,3.0,18,32.0,2,5,1,3,10.666666666666666,High,Excellent
3218,41,Travel_Rarely,Sales,Male,Entry Level,Sales Executive,Divorced,102390,3.0,24,23.0,3,21,12,6,7.666666666666667,High,Outstanding
3219,60,Travel_Rarely,Research & Development,Female,Executive,Laboratory Technician,Single,53290,8.0,20,10.0,3,2,2,2,1.25,Very High,Outstanding
3220,27,Travel_Frequently,Research & Development,Male,Junior Level,Manufacturing Director,Divorced,43250,1.0,14,9.0,2,9,1,7,9.0,Medium,Excellent
3221,41,Travel_Rarely,Research & Development,Male,Entry Level,Manufacturing Director,Married,72600,1.0,16,22.0,2,22,2,10,22.0,High,Excellent
3222,50,Travel_Rarely,Sales,Male,Junior Level,Research Scientist,Married,23220,7.0,25,4.0,0,2,2,2,0.5714285714285714,Very High,Outstanding
3223,28,Travel_Rarely,Sales,Male,Mid Level,Research Scientist,Single,20750,7.0,18,10.0,0,7,3,7,1.4285714285714286,Medium,Excellent
3224,36,Non-Travel,Research & Development,Female,Junior Level,Research Scientist,Married,41520,9.0,19,10.0,3,8,0,5,1.1111111111111112,High,Excellent
3225,38,Travel_Rarely,Research & Development,Female,Mid Level,Manager,Single,96190,4.0,13,10.0,2,1,0,0,2.5,High,Excellent
3226,44,Non-Travel,Research & Development,Male,Entry Level,Research Scientist,Single,135030,2.0,12,9.0,6,5,1,4,4.5,Medium,Excellent
3227,47,Travel_Frequently,Research & Development,Male,Entry Level,Research Scientist,Divorced,54410,9.0,22,28.0,6,22,11,13,3.111111111111111,Medium,Outstanding
3228,30,Travel_Rarely,Research & Development,Male,Junior Level,Sales Executive,Divorced,52090,7.0,14,10.0,3,8,7,7,1.4285714285714286,High,Excellent
3229,29,Travel_Rarely,Research & Development,Female,Entry Level,Sales Executive,Single,106730,1.0,13,1.0,2,1,0,0,1.0,High,Excellent
3230,42,Travel_Frequently,Research & Development,Female,Entry Level,Sales Executive,Divorced,50100,6.0,21,7.0,3,2,2,2,1.1666666666666667,High,Outstanding
3231,43,Travel_Frequently,Research & Development,Male,Entry Level,Laboratory Technician,Married,135490,3.0,11,7.0,3,2,2,2,2.3333333333333335,High,Excellent
3232,34,Travel_Rarely,Research & Development,Male,Junior Level,Healthcare Representative,Single,49990,3.0,12,10.0,2,5,4,3,3.3333333333333335,Very High,Excellent
3233,23,Travel_Rarely,Sales,Male,Executive,Sales Executive,Married,42210,1.0,11,5.0,4,4,0,2,5.0,High,Excellent
3234,39,Travel_Rarely,Sales,Female,Senior Level,Healthcare Representative,Married,138720,9.0,12,12.0,3,8,3,6,1.3333333333333333,Medium,Excellent
3235,56,Travel_Rarely,Research & Development,Male,Entry Level,Manager,Married,20420,7.0,12,30.0,6,10,1,1,4.285714285714286,High,Excellent
3236,40,Travel_Rarely,Sales,Male,Junior Level,Research Scientist,Single,20730,0.0,14,5.0,3,4,2,3,inf,High,Excellent
3237,27,Travel_Rarely,Research & Development,Female,Entry Level,Laboratory Technician,Single,29560,8.0,13,9.0,6,7,0,7,1.125,High,Excellent
3238,29,Travel_Rarely,Sales,Female,Junior Level,Manager,Divorced,29260,1.0,15,2.0,3,2,2,2,2.0,Medium,Excellent
3239,53,Travel_Rarely,Research & Development,Female,Mid Level,Laboratory Technician,Single,48090,2.0,18,19.0,2,2,2,2,9.5,High,Excellent
3240,35,Non-Travel,Research & Development,Male,Entry Level,Healthcare Representative,Divorced,51630,2.0,18,16.0,4,1,0,0,8.0,High,Excellent
3241,32,Travel_Frequently,Sales,Male,Junior Level,Sales Executive,Married,188440,1.0,19,10.0,3,10,4,7,10.0,Low,Excellent
3242,38,Travel_Rarely,Sales,Male,Senior Level,Laboratory Technician,Married,181720,6.0,12,6.0,5,1,0,1,1.0,High,Excellent
3243,34,Travel_Rarely,Research & Development,Female,Mid Level,Laboratory Technician,Divorced,57440,3.0,19,7.0,4,0,0,0,2.3333333333333335,Medium,Excellent
3244,52,Travel_Rarely,Sales,Male,Mid Level,Manager,Married,28890,1.0,11,34.0,2,34,1,16,34.0,High,Excellent
3245,33,Travel_Rarely,Research & Development,Male,Mid Level,Laboratory Technician,Single,28710,1.0,17,10.0,2,10,7,8,10.0,High,Excellent
3246,25,Travel_Rarely,Research & Development,Male,Junior Level,Research Scientist,Single,74840,1.0,15,6.0,3,6,1,4,6.0,High,Excellent
3247,45,Travel_Rarely,Sales,Male,Mid Level,Healthcare Representative,Single,60740,0.0,14,9.0,2,8,3,1,inf,High,Excellent
3248,23,Travel_Rarely,Research & Development,Female,Junior Level,Research Scientist,Single,173280,1.0,17,2.0,2,2,0,2,2.0,Low,Excellent
3249,47,Travel_Frequently,Research & Development,Male,Entry Level,Research Director,Single,27740,4.0,13,8.0,2,5,1,3,2.0,High,Excellent
3250,34,Travel_Rarely,Research & Development,Male,Entry Level,Research Scientist,Single,45050,1.0,12,6.0,3,6,1,4,6.0,High,Excellent
3251,55,Travel_Rarely,Human Resources,Male,Senior Level,Laboratory Technician,Married,74280,5.0,12,24.0,2,5,1,4,4.8,High,Excellent
3252,36,Non-Travel,Research & Development,Male,Executive,Sales Executive,Single,116310,1.0,18,10.0,2,10,0,9,10.0,Low,Excellent
3253,52,Non-Travel,Research & Development,Male,Executive,Sales Executive,Married,97380,0.0,18,5.0,2,4,1,2,inf,High,Excellent
3254,26,Travel_Frequently,Research & Development,Male,Entry Level,Manufacturing Director,Divorced,28350,3.0,11,5.0,2,2,2,0,1.6666666666666667,High,Excellent
3255,29,Travel_Rarely,Research & Development,Male,Mid Level,Manufacturing Director,Married,169590,4.0,14,11.0,5,8,1,1,2.75,High,Excellent
3256,26,Travel_Rarely,Research & Development,Male,Junior Level,Laboratory Technician,Single,26130,6.0,19,6.0,2,4,1,2,1.0,High,Excellent
3257,34,Travel_Rarely,Research & Development,Male,Junior Level,Manufacturing Director,Single,61460,2.0,12,10.0,3,4,1,3,5.0,High,Excellent
3258,54,Travel_Rarely,Research & Development,Female,Junior Level,Laboratory Technician,Divorced,49630,9.0,15,9.0,2,5,1,4,1.0,High,Excellent
3259,27,Travel_Frequently,Research & Development,Female,Senior Level,Research Scientist,Married,195370,0.0,12,5.0,5,4,1,1,inf,High,Excellent
3260,37,Travel_Rarely,Sales,Male,Junior Level,Manufacturing Director,Divorced,61720,0.0,11,6.0,1,5,4,3,inf,High,Excellent
3261,38,Travel_Frequently,Sales,Female,Junior Level,Research Scientist,Single,23680,6.0,11,17.0,3,15,4,12,2.8333333333333335,High,Excellent
3262,34,Travel_Rarely,Sales,Male,Entry Level,Sales Representative,Single,103120,1.0,12,6.0,2,6,1,3,6.0,High,Excellent
3263,35,Travel_Rarely,Research & Development,Male,Mid Level,Manager,Married,16750,1.0,16,3.0,6,3,0,2,3.0,Medium,Excellent
3264,30,Travel_Rarely,Research & Development,Male,Entry Level,Laboratory Technician,Married,25230,3.0,13,7.0,2,2,0,2,2.3333333333333335,High,Excellent
3265,40,Travel_Frequently,Research & Development,Male,Junior Level,Manufacturing Director,Married,65670,1.0,13,8.0,3,8,3,7,8.0,Very High,Excellent
3266,34,Travel_Rarely,Research & Development,Male,Mid Level,Healthcare Representative,Married,47390,5.0,24,6.0,2,3,1,2,1.2,High,Outstanding
3267,42,Travel_Frequently,Research & Development,Male,Entry Level,Manufacturing Director,Divorced,92080,1.0,15,24.0,2,24,14,9,24.0,Very High,Excellent
3268,23,Travel_Rarely,Sales,Female,Senior Level,Manufacturing Director,Married,45590,1.0,18,1.0,2,0,0,0,1.0,Medium,Excellent
3269,24,Non-Travel,Sales,Female,Entry Level,Manufacturing Director,Divorced,81890,1.0,14,1.0,3,1,0,0,1.0,High,Excellent
3270,52,Travel_Rarely,Research & Development,Male,Junior Level,Manufacturing Director,Married,29420,8.0,11,9.0,1,5,1,4,1.125,Medium,Excellent
3271,50,Travel_Rarely,Research & Development,Male,Junior Level,Sales Executive,Married,49410,5.0,11,30.0,3,4,0,3,6.0,Low,Excellent
3272,29,Travel_Rarely,Sales,Female,Senior Level,Research Scientist,Married,106500,1.0,13,1.0,2,1,0,0,1.0,Very High,Excellent
3273,33,Travel_Rarely,Research & Development,Male,Senior Level,Manufacturing Director,Married,59020,0.0,12,14.0,2,13,3,7,inf,High,Excellent
3274,33,Travel_Rarely,Research & Development,Male,Entry Level,Human Resources,Single,86390,5.0,16,6.0,3,3,0,2,1.2,Medium,Excellent
3275,47,Travel_Rarely,Research & Development,Male,Junior Level,Manager,Married,63470,1.0,14,26.0,2,26,3,0,26.0,Very High,Excellent
3276,36,Travel_Rarely,Sales,Female,Junior Level,Sales Executive,Married,42000,0.0,22,10.0,3,9,0,5,inf,High,Outstanding
3277,29,Travel_Rarely,Research & Development,Male,Entry Level,Research Scientist,Married,34520,1.0,11,10.0,3,10,0,7,10.0,Medium,Excellent
3278,58,Travel_Rarely,Research & Development,Female,Junior Level,Research Scientist,Single,43170,7.0,17,40.0,2,31,13,8,5.714285714285714,High,Excellent
3279,35,Travel_Rarely,Sales,Female,Entry Level,Research Scientist,Single,26320,3.0,13,7.0,3,2,2,2,2.3333333333333335,Very High,Excellent
3280,42,Travel_Rarely,Sales,Male,Junior Level,Laboratory Technician,Married,46680,9.0,18,8.0,2,4,0,2,0.8888888888888888,High,Excellent
3281,28,Travel_Rarely,Research & Development,Female,Junior Level,Sales Executive,Single,32040,6.0,16,5.0,4,2,2,1,0.8333333333333334,Medium,Excellent
3282,36,Travel_Rarely,Research & Development,Male,Junior Level,Healthcare Representative,Married,27200,4.0,14,8.0,3,5,0,4,2.0,High,Excellent
3283,32,Travel_Rarely,Research & Development,Male,Junior Level,Manufacturing Director,Married,171810,1.0,14,14.0,2,14,6,8,14.0,Medium,Excellent
3284,40,Travel_Frequently,Sales,Male,Mid Level,Manufacturing Director,Single,22380,6.0,14,10.0,3,1,0,0,1.6666666666666667,High,Excellent
3285,30,Travel_Rarely,Research & Development,Male,Junior Level,Research Director,Single,14830,5.0,13,12.0,3,0,0,0,2.4,High,Excellent
3286,45,Travel_Rarely,Research & Development,Male,Entry Level,Research Director,Single,56050,1.0,12,1.0,2,1,0,0,1.0,High,Excellent
3287,42,Travel_Rarely,Research & Development,Male,Junior Level,Sales Representative,Married,72950,1.0,15,10.0,3,9,7,8,10.0,High,Excellent
3288,38,Travel_Frequently,Sales,Male,Junior Level,Research Scientist,Divorced,23060,2.0,19,13.0,5,4,1,2,6.5,High,Excellent
3289,34,Travel_Frequently,Research & Development,Male,Mid Level,Laboratory Technician,Single,23480,1.0,14,6.0,3,5,1,3,6.0,High,Excellent
3290,49,Travel_Rarely,Sales,Female,Junior Level,Healthcare Representative,Married,89980,1.0,14,9.0,2,9,7,7,9.0,Very High,Excellent
3291,55,Travel_Rarely,Human Resources,Male,Senior Level,Manufacturing Director,Single,43190,4.0,11,12.0,3,9,7,3,3.0,Very High,Excellent
3292,43,Travel_Rarely,Research & Development,Male,Junior Level,Healthcare Representative,Married,61320,6.0,13,22.0,3,4,1,0,3.6666666666666665,Medium,Excellent
3293,27,Travel_Rarely,Sales,Male,Junior Level,Manager,Divorced,33460,1.0,21,9.0,2,9,0,8,9.0,Medium,Outstanding
3294,35,Travel_Rarely,Research & Development,Male,Entry Level,Research Director,Single,108550,3.0,13,17.0,2,8,1,6,5.666666666666667,High,Excellent
3295,28,Travel_Rarely,Sales,Female,Entry Level,Sales Executive,Married,22310,1.0,12,8.0,3,8,7,5,8.0,Medium,Excellent
3296,34,Travel_Rarely,Sales,Male,Senior Level,Research Scientist,Married,23230,0.0,17,4.0,2,3,0,2,inf,High,Excellent
3297,26,Travel_Frequently,Research & Development,Female,Entry Level,Sales Executive,Married,20240,1.0,23,8.0,2,8,1,7,8.0,High,Outstanding
3298,27,Non-Travel,Sales,Female,Entry Level,Sales Executive,Married,27130,1.0,11,0.0,2,0,0,0,0.0,High,Excellent
3299,51,Travel_Rarely,Sales,Male,Mid Level,Research Scientist,Married,94390,2.0,15,29.0,0,20,4,17,14.5,High,Excellent
3300,44,Travel_Rarely,Sales,Female,Entry Level,Sales Executive,Single,25660,9.0,11,10.0,3,5,2,3,1.1111111111111112,High,Excellent
3301,25,Travel_Rarely,Research & Development,Male,Entry Level,Laboratory Technician,Single,199260,7.0,11,6.0,5,4,0,1,0.8571428571428571,Very High,Excellent
3302,33,Travel_Rarely,Research & Development,Male,Mid Level,Laboratory Technician,Divorced,24510,1.0,13,9.0,3,9,0,8,9.0,Medium,Excellent
3303,35,Travel_Rarely,Sales,Female,Junior Level,Manager,Single,94190,1.0,24,6.0,5,6,1,1,6.0,Medium,Outstanding
3304,36,Travel_Rarely,Sales,Male,Mid Level,Manager,Married,86860,1.0,13,18.0,2,18,4,11,18.0,High,Excellent
3305,32,Travel_Rarely,Research & Development,Female,Senior Level,Sales Executive,Divorced,30380,2.0,20,8.0,3,5,0,3,4.0,High,Outstanding
